Titanic passager,Status,Disembarked at,Home Country,Age,Year of Birth,Crew or Passenger?,Gender,Class / Department,Embarked,Job,Job details,Ticket Number,Fare Price,Profile on Encyclopedia Titanica
"VILLVARLANGE, Mr Pierre Léon Gabriel",Victim,Not Disembarked,England,19,1893,Crew,Male,Restaurant Staff,Southampton,Cook,Assistant Soup Cook,,,http://www.encyclopedia-titanica.org/titanic-victim/pierre-leon-gabriel-villvarlange.html
"VINE, Mr Herbert Thomas Gordon",Victim,Not Disembarked,England,18,1894,Crew,Male,Restaurant Staff,Southampton,Cook,Assistant Restaurant Controller,,,http://www.encyclopedia-titanica.org/titanic-victim/herbert-vine.html
"WELCH, Mr William Harold",Victim,Not Disembarked,England,23,1891,Crew,Male,Victualling Crew,Southampton,Cook,Cook,,,http://www.encyclopedia-titanica.org/titanic-victim/w-welch.html
"CHISHOLM, Mr Roderick Robert Crispin",Victim,Not Disembarked,Northern Ireland,43,1868,Passenger,Male,1st Class,Belfast,Draughtsman,Draughtsman,112051,,http://www.encyclopedia-titanica.org/titanic-victim/roderick-chisholm.html
"ALLSOP, Mr Alfred Samuel",Victim,Not Disembarked,England,35,1876,Crew,Male,Engineering Crew,Belfast,Electrician,2nd Electrician,,,http://www.encyclopedia-titanica.org/titanic-victim/alfred-samuel-allsop.html
"ERVINE, Mr Albert George",Victim,Not Disembarked,Northern Ireland,18,1893,Crew,Male,Engineering Crew,Belfast,Electrician,Assistant Electrician,,,http://www.encyclopedia-titanica.org/titanic-victim/albert-george-ervine.html
"JUPE, Mr Boykett Herbert",Victim,Not Disembarked,England,30,1881,Crew,Male,Engineering Crew,Southampton,Electrician,Electrician,,,http://www.encyclopedia-titanica.org/titanic-victim/herbert-jupe.html
"KELLY, Mr William",Victim,Not Disembarked,Ireland,23,1888,Crew,Male,Engineering Crew,Belfast,Electrician,Assistant Electrician,,,http://www.encyclopedia-titanica.org/titanic-victim/william-kelly.html
"MIDDLETON, Mr Alfred Pirrie",Victim,Not Disembarked,Ireland,26,1885,Crew,Male,Engineering Crew,Belfast,Electrician,Assistant Electrician,,,http://www.encyclopedia-titanica.org/titanic-victim/alfred-pirrie-middleton.html
"PARR, Mr William Henry Marsh",Victim,Not Disembarked,Northern Ireland,29,1882,Passenger,Male,1st Class,Belfast,Electrician,Electrician,112052,,http://www.encyclopedia-titanica.org/titanic-victim/william-henry-marsh-parr.html
"SLOAN, Mr Peter",Victim,Not Disembarked,England,31,1881,Crew,Male,Engineering Crew,Belfast,Electrician,Chief Electrician,,,http://www.encyclopedia-titanica.org/titanic-victim/peter-sloan.html
"WATSON, Mr Ennis Hastings",Victim,Not Disembarked,Northern Ireland,19,1893,Passenger,Male,2nd Class,Belfast,Electrician,Apprentice Electrician,239856,,http://www.encyclopedia-titanica.org/titanic-victim/ennis-hastings-watson.html
"BELL, Mr Joseph",Victim,Not Disembarked,England,50,1861,Crew,Male,Engineering Crew,Belfast,Engineer,Chief Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/joseph-bell.html
"COY, Mr Francis Ernest George",Victim,Not Disembarked,England,26,1885,Crew,Male,Engineering Crew,Belfast,Engineer,Junior Assistant 3rd. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/francis-ernest-george-coy.html
"CREESE, Mr Henry Philip",Victim,Not Disembarked,England,44,1867,Crew,Male,Engineering Crew,Belfast,Engineer,Deck Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/henry-philip-creese.html
"DODD, Mr Edward Charles",Victim,Not Disembarked,England,38,1873,Crew,Male,Engineering Crew,Belfast,Engineer,Junior 3rd. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/edward-charles-dodd.html
"DODDS, Mr Henry Watson",Victim,Not Disembarked,England,27,1885,Crew,Male,Engineering Crew,Southampton,Engineer,Junior Assistant 4th Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/henry-watson-dodds.html
"DYER, Mr Henry Ryland",Victim,Not Disembarked,England,24,1887,Crew,Male,Engineering Crew,Belfast,Engineer,Senior Assistant 4th. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/henry-ryland-dyer.html
"FARQUHARSON, Mr William Edward",Victim,Not Disembarked,England,39,1873,Crew,Male,Engineering Crew,Belfast,Engineer,Senior 2nd. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/william-edward-farquharson.html
"FRASER, Mr James",Victim,Not Disembarked,England,29,1882,Crew,Male,Engineering Crew,Belfast,Engineer,Junior Assistant 3rd. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/james-fraser.html
"HARRISON, Mr Norman E.",Victim,Not Disembarked,England,38,1873,Crew,Male,Engineering Crew,Belfast,Engineer,Junior 2nd. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/norman-harrison.html
"HARVEY, Mr Herbert Gifford",Victim,Not Disembarked,England,34,1878,Crew,Male,Engineering Crew,Belfast,Engineer,Junior Assistant 2nd. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/herbert-gifford-harvey.html
"HESKETH, Mr John Henry",Victim,Not Disembarked,England,33,1879,Crew,Male,Engineering Crew,Belfast,Engineer,Second Engineer (refrigeration),,,http://www.encyclopedia-titanica.org/titanic-victim/john-henry-hesketh.html
"HODGE, Mr Charley",Victim,Not Disembarked,England,29,1883,Crew,Male,Engineering Crew,Belfast,Engineer,Senior Assistant 3rd. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/charles-hodge.html
"HODGKINSON, Mr Leonard",Victim,Not Disembarked,England,46,1866,Crew,Male,Engineering Crew,Belfast,Engineer,Senior 4th. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/leonard-hodgkinson.html
"HOSKING, Mr George Fox",Victim,Not Disembarked,England,36,1875,Crew,Male,Engineering Crew,Belfast,Engineer,Senior 3rd. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/george-fox-hosking.html
"KEMP, Mr Thomas Hulman",Victim,Not Disembarked,England,43,1869,Crew,Male,Engineering Crew,Belfast,Engineer,Extra Assistant 4th Engineer (Refrigeration),,,http://www.encyclopedia-titanica.org/titanic-victim/thomas-hulman-kemp.html
"MACKIE, Mr William Dickson",Victim,Not Disembarked,England,32,1879,Crew,Male,Engineering Crew,Belfast,Engineer,Junior 5th. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/william-dickson-mackie.html
"MCREYNOLDS, Mr William",Victim,Not Disembarked,Northern Ireland,22,1890,Crew,Male,Engineering Crew,Belfast,Engineer,Junior 6th. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/william-mcreynolds.html
"MILLAR, Mr Robert",Victim,Not Disembarked,England,26,1885,Crew,Male,Engineering Crew,Belfast,Engineer,Extra 5th Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/robert-millar.html
"MILLAR, Mr Thomas",Victim,Not Disembarked,Northern Ireland,32,1879,Crew,Male,Engineering Crew,Belfast,Engineer,Deck Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/thomas-millar.html
"MOYES, Mr William Young",Victim,Not Disembarked,Scotland,23,1888,Crew,Male,Engineering Crew,Belfast,Engineer,Senior 6th. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/william-young-moyes.html
"PARSONS, Mr Frank Alfred",Victim,Not Disembarked,England,26,1885,Crew,Male,Engineering Crew,Belfast,Engineer,Senior 5th. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/frank-alfred-parsons.html
"SHEPHERD, Mr Jonathan",Victim,Not Disembarked,England,32,1880,Crew,Male,Engineering Crew,Southampton,Engineer,Junior Assistant 2nd. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/jonathan-shepherd.html
"SMITH, Mr James Muil",Victim,Not Disembarked,England,39,1873,Crew,Male,Engineering Crew,Belfast,Engineer,Junior 4th. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/james-smith.html
"WARD, Mr Arthur",Victim,Not Disembarked,England,24,1888,Crew,Male,Engineering Crew,Belfast,Engineer,Junior Assistant 4th. Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/arthur-ward.html
"WILSON, Mr Herbert 'Bertie'",Victim,Not Disembarked,England,28,1884,Crew,Male,Engineering Crew,Belfast,Engineer,Senior Assistant 2nd Engineer,,,http://www.encyclopedia-titanica.org/titanic-victim/bertie-wilson.html
"DAVIS, Mr John",Victim,Not Disembarked,England,29,1883,Crew,Male,Victualling Crew,Belfast,Baker,Extra 2nd Baker,,,http://www.encyclopedia-titanica.org/titanic-victim/john-davis.html
"KEENAN, Mr William [1]",,Southampton,,32,1880,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-keenan.html
"KEENAN, Mr William [2]",,Southampton,Scotland,43,1869,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-keenan-2.html
"LITTLE, Mr James [1]",,Southampton,,49,1863,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-little.html
"LITTLE, Mr James [2]",,Southampton,,28,1884,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-little-2.html
"WARD, Mr William [2]",,Southampton,,24,1888,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-ward-2.html
"ANDREWS, Mr Archibald",,Southampton,,38,1874,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/archibald-andrews.html
"ARMSTRONG, Mr James",,Southampton,,31,1881,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-armstrong.html
"BAIN, Mr David",,Southampton,,46,1866,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/david-bain.html
"BAKER (?BARKER), Mr John",,Southampton,,,,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-baker-barker.html
"BARKER, Mr Stokes",,Southampton,,26,1886,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/stokes-barker.html
"BARKLEY, Mr Robert",,Southampton,,39,1873,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/robert-barkley.html
"BARNES, Mr William",,Southampton,,32,1880,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-barnes.html
"BITTLE, Mr Robert",,Southampton,,37,1875,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/robert-bittle.html
"BLACK, Mr James",,Southampton,,38,1874,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-black.html
"BOAL, Mr John",,Southampton,,40,1872,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-boal.html
"BOYD, Mr Adam",,Southampton,,38,1874,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/adam-boyd.html
"BRENNAN, Mr Thomas",,Southampton,,39,1873,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/thomas-brennan.html
"BRIDAN, Mr William",,Southampton,,33,1879,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-bridan.html
"BURNESS, Mr Frank",,Southampton,,43,1869,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/frank-burness.html
"CAIRNES, Mr Robert",,Southampton,,50,1862,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/robert-cairnes.html
"CARDWELL, Mr John",,Southampton,,32,1880,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-cardwell.html
"CHEVERS, Mr William",,Southampton,,28,1884,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-chevers.html
"CLELAND, Mr James",,Southampton,,29,1883,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-cleland.html
"COCHRANE, Mr Robert",,Southampton,,40,1872,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/robert-cochrane.html
"COFFEY, Mr John",,Queenstown,England,23,1889,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-coffey.html
"CONNOR, Mr Thomas",,Southampton,,39,1873,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/thomas-connor.html
"CRAIG, Mr David",,Southampton,,33,1879,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/david-craig.html
"CRAIG, Mr John",,Southampton,,29,1883,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-craig.html
"CROSKERY, Mr Thomas",,Southampton,,38,1874,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/thomas-croskery.html
"CROUGHANE, Mr Michael",,Southampton,,45,1867,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/michael-croughane.html
"CULLEN, Mr John",,Southampton,,43,1869,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-cullen.html
"CULLEN, Mr Patrick",,Southampton,,36,1876,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/patrick-cullen.html
"DECKER, Mr Charles",,Southampton,,47,1865,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/charles-decker.html
"DENVER, Mr John",,Southampton,,33,1879,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-denver.html
"DUNLOP, Mr Joseph",,Southampton,,47,1865,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/joseph-dunlop.html
"ENNES, Mr William",,Southampton,,28,1884,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-ennes.html
"FARLEY, Mr John",,Southampton,,31,1881,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-farley.html
"FERRIS, Mr George",,Southampton,,34,1878,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/george-ferris.html
"FERRON, Mr Nicholas",,Southampton,,32,1880,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/nicholas-ferron.html
"FLETCHER, Mr Robert",,Southampton,,38,1874,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/robert-fletcher.html
"FLINN, Mr Michael",,Southampton,,34,1878,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/michael-flinn.html
"GASS, Mr David",,Southampton,,45,1867,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/david-gass.html
"GORMAN, Mr David",,Southampton,,33,1879,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/david-gorman.html
"GREGG, Mr William",,Southampton,,43,1869,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-gregg.html
"HADLEY, Mr John",,Southampton,,50,1862,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-hadley.html
"HALE, Mr John",,Southampton,,25,1887,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-hale.html
"HALL, Mr George",,Southampton,,38,1874,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/george-hall.html
"HALPIN, Mr Joseph",,Southampton,,24,1888,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/joseph-halpin.html
"HANLEY, Mr William",,Southampton,,25,1887,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-hanley.html
"HARKIN, Mr Samuel",,Southampton,,36,1876,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/samuel-harkin.html
"HENRY, Mr James",,Southampton,,47,1865,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-henry.html
"HEPBURN, Mr William",,Southampton,,27,1885,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-hepburn.html
"HOLLAND, Mr James",,Southampton,,30,1882,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-holland.html
"HOLLAND, Mr T.",,Southampton,,28,1884,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/t-holland.html
"HOLME, Mr Nicholas",,Southampton,,36,1876,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/nicholas-holme.html
"HUTTON, Mr George",,Southampton,,37,1875,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/george-hutton.html
"JAMESON, Mr William",,Southampton,,48,1864,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-jameson.html
"KEENAN, Mr John",,Southampton,,58,1854,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-keenan.html
"KERNAGHAN, Mr David",,Southampton,,30,1882,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/david-kernaghan.html
"KINSTRY, Mr Charles",,Southampton,,30,1882,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/charles-kinstry.html
"LEWIS, Mr James",,Southampton,,34,1878,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-lewis.html
"LOWERY, Mr David",,Southampton,,28,1884,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/david-lowery.html
"MARTIN, Mr John",,Southampton,,33,1879,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-martin.html
"MASSEY, Mr James",,Southampton,,35,1877,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-massey.html
"MAXWELL, Mr William",,Southampton,,39,1873,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-maxwell.html
"MAYES, Mr William",,Southampton,,29,1883,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-mayes.html
"MCALLISTER, Mr Hugh",,Southampton,,34,1878,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/hugh-mcallister.html
"MCALLISTOR, Mr Daniel",,Southampton,,29,1883,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/daniel-mcallistor.html
"MCARTHUR, Mr James",,Southampton,,29,1883,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-mcarthur.html
"MCBARTY, Mr Thomas",,Southampton,,,,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/thomas-mcbarty.html
"MCCARRON, Mr David",,Southampton,,32,1880,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/david-mccarron.html
"MCDONALD, Mr George",,Southampton,,30,1882,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/george-mcdonald.html
"MCENTEE, Mr Charles",,Southampton,,37,1875,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/charles-mcentee.html
"MCGAW, Mr Samuel",,Southampton,,34,1878,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/samuel-mcgaw.html
"MCGEE, Mr Patrick",,Southampton,,32,1880,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/patrick-mcgee.html
"MCGEE, Mr Samuel",,Southampton,,48,1864,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/samuel-mcgee.html
"MCGILL, Mr John",,Southampton,,36,1876,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-mcgill.html
"MCGIVERN, Mr Thomas",,Southampton,,43,1869,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/thomas-mcgivern.html
"MCGOUGH, Mr Frank",,Southampton,,25,1887,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/frank-mcgough.html
"MCGOWN, Mr Barney",,Southampton,,43,1869,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/barney-mcgown.html
"MCILROY, Mr Barney",,Southampton,,36,1876,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/barney-mcilroy.html
"MCILROY, Mr William",,Southampton,,40,1872,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-mcilroy.html
"MCKENNA, Mr Barney",,Southampton,,24,1888,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/barney-mckenna.html
"MCKINNEY, Mr Peter",,Southampton,,40,1872,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/peter-mckinney.html
"MCMILLAN, Mr Samuel",,Southampton,,29,1883,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/samuel-mcmillan.html
"MCMILLAN, Mr William",,Southampton,,35,1877,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-mcmillan.html
"MCMILLEN, Mr Thomas",,Southampton,,55,1857,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/thomas-mcmillen.html
"MCMULLAN, Mr Patrick",,Southampton,,30,1882,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/patrick-mcmullan.html
"MILLER, Mr William",,Southampton,,32,1880,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-miller.html
"MORGAN, Mr Patrick",,Southampton,,26,1886,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/patrick-morgan.html
"MULLHOLLAND, Mr Daniel",,Southampton,,48,1864,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/daniel-mullholland.html
"MULLHOLLAND, Mr J.",,Southampton,,45,1867,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/j-mullholland.html
"MURDOCK, Mr William John",,Southampton,,37,1874,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-murdock.html
"MURPHY, Mr Thomas",,Southampton,,35,1877,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/thomas-murphy.html
"NEILL, Mr Thomas",,Southampton,,42,1870,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/thomas-neill.html
"NOLAN, Mr Michael",,Southampton,,31,1881,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/michael-nolan.html
"O'FLANNIGAN, Mr Thomas",,Southampton,,39,1873,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/thomas-oflannigan.html
"PHILLIPS, Mr James",,Southampton,,27,1885,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-phillips.html
"PHILLIPS, Mr William",,Southampton,,26,1886,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-phillips.html
"PIDGEON, Mr William",,Southampton,,39,1873,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-pidgeon.html
"PIERCE, Mr Robert",,Southampton,,40,1872,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/robert-pierce.html
"QUINN, Mr John",,Southampton,,34,1876,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-quinn.html
"REID, Mr James",,Southampton,,36,1876,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-reid.html
"SHAW, Mr Andrew",,Southampton,,37,1875,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/andrew-shaw.html
"SMYTH, Mr John",,Southampton,,33,1879,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-smyth.html
"STEVENSON, Mr James",,Southampton,,40,1872,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-stevenson.html
