ID,Name,Type,Year,Category (Saffir-Simpson Scale),Wind (knots),Area,Gender of Name,Month(s),Start Date,End Date,Duration (days),Page url
Hamish - Cyclone (2009),Hamish,Cyclone,2009,4,130,Southern Pacific,Male,March,5/03/2009,12/03/2009,8,http://weather.unisys.com/hurricane/s_pacific/2009/index.php
Ian - Cyclone (2014),Ian,Cyclone,2014,4,125,Southern Pacific,Male,January,5/01/2014,13/01/2014,9,http://weather.unisys.com/hurricane/s_pacific/2014/index.php
Jim - Cyclone (2006),Jim,Cyclone,2006,1,80,Southern Pacific,Male,"January, February",28/01/2006,1/02/2006,5,http://weather.unisys.com/hurricane/s_pacific/2006/index.php
Larry - Cyclone (2006),Larry,Cyclone,2006,3,100,Southern Pacific,Male,March,18/03/2006,20/03/2006,3,http://weather.unisys.com/hurricane/s_pacific/2006/index.php
Mick - Cyclone (2009),Mick,Cyclone,2009,1,65,Southern Pacific,Male,December,12/12/2009,15/12/2009,4,http://weather.unisys.com/hurricane/s_pacific/2009/index.php
Olaf - Cyclone (2005),Olaf,Cyclone,2005,5,145,Southern Pacific,Male,February,13/02/2005,20/02/2005,8,http://weather.unisys.com/hurricane/s_pacific/2005/index.php
Oli - Cyclone (2010),Oli,Cyclone,2010,4,115,Southern Pacific,Male,February,1/02/2010,6/02/2010,6,http://weather.unisys.com/hurricane/s_pacific/2010/index.php
Percy - Cyclone (2005),Percy,Cyclone,2005,5,140,Southern Pacific,Male,"February, March",25/02/2005,4/03/2005,8,http://weather.unisys.com/hurricane/s_pacific/2005/index.php
Rene - Cyclone (2010),Rene,Cyclone,2010,3,100,Southern Pacific,Male,February,11/02/2010,16/02/2010,6,http://weather.unisys.com/hurricane/s_pacific/2010/index.php
Steve - Cyclone (2000),Steve,Cyclone,2000,1,65,Southern Pacific,Male,"February, March",28/02/2000,11/03/2000,13,http://weather.unisys.com/hurricane/s_pacific/2000/index.php
Tomas - Cyclone (2010),Tomas,Cyclone,2010,4,115,Southern Pacific,Male,March,11/03/2010,17/03/2010,7,http://weather.unisys.com/hurricane/s_pacific/2010/index.php
Ului - Cyclone (2010),Ului,Cyclone,2010,5,140,Southern Pacific,Male,March,11/03/2010,20/03/2010,10,http://weather.unisys.com/hurricane/s_pacific/2010/index.php
Vaianu - Cyclone (2006),Vaianu,Cyclone,2006,1,75,Southern Pacific,Male,February,11/02/2006,15/02/2006,5,http://weather.unisys.com/hurricane/s_pacific/2006/index.php
Xavier - Cyclone (2006),Xavier,Cyclone,2006,4,115,Southern Pacific,Male,October,22/10/2006,25/10/2006,4,http://weather.unisys.com/hurricane/s_pacific/2006/index.php
01b - Cyclone (2003),01b,Cyclone,2003,1,65,Northern Indian,,May,11/05/2003,19/05/2003,9,http://weather.unisys.com/hurricane/n_indian/2003H/index.php
02a - Cyclone (2003),02a,Cyclone,2003,2,85,Northern Indian,,November,12/11/2003,15/11/2003,4,http://weather.unisys.com/hurricane/n_indian/2003H/index.php
03b - Cyclone (2000),03b,Cyclone,2000,1,65,Northern Indian,,"November, December",26/11/2000,5/12/2000,10,http://weather.unisys.com/hurricane/n_indian/2000H/index.php
04b - Cyclone (2000),04b,Cyclone,2000,1,65,Northern Indian,,December,25/12/2000,28/12/2000,4,http://weather.unisys.com/hurricane/n_indian/2000H/index.php
Astride - Cyclone (2000),Astride,Cyclone,"2000, 2001",1,65,Southern Indian,Female,"December, January",25/12/2000,1/01/2001,8,http://weather.unisys.com/hurricane/s_indian/2000H/index.php
Edzani - Cyclone (2010),Edzani,Cyclone,2010,4,135,Southern Indian,,January,6/01/2010,14/01/2010,9,http://weather.unisys.com/hurricane/s_indian/2010H/index.php
Heta - Cyclone (2004),Heta,Cyclone,2004,5,140,Southern Pacific,,January,2/01/2004,8/01/2004,7,http://weather.unisys.com/hurricane/s_pacific/2004/index.php
Allison - Hurricane (1995),Allison,Hurricane,1995,1,65,Atlantic,Female,June,3/06/1995,6/06/1995,4,http://weather.unisys.com/hurricane/atlantic/1995H/index.php
Bertha - Hurricane (2014),Bertha,Hurricane,2014,1,70,Atlantic,Female,August,1/08/2014,6/08/2014,6,http://weather.unisys.com/hurricane/atlantic/2014/index.php
Bonnie - Hurricane (1998),Bonnie,Hurricane,1998,3,100,Atlantic,Female,August,19/08/1998,30/08/1998,12,http://weather.unisys.com/hurricane/atlantic/1998H/index.php
Cindy - Hurricane (1999),Cindy,Hurricane,1999,4,120,Atlantic,Female,August,19/08/1999,31/08/1999,13,http://weather.unisys.com/hurricane/atlantic/1999H/index.php
Cindy - Hurricane (2005),Cindy,Hurricane,2005,1,65,Atlantic,Female,July,3/07/2005,7/07/2005,5,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Danielle - Hurricane (1998),Danielle,Hurricane,1998,2,90,Atlantic,Female,"August, September",24/08/1998,3/09/1998,11,http://weather.unisys.com/hurricane/atlantic/1998H/index.php
Debby - Hurricane (2000),Debby,Hurricane,2000,1,65,Atlantic,Female,August,19/08/2000,24/08/2000,6,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
Emily - Hurricane (2005),Emily,Hurricane,2005,4,135,Atlantic,Female,July,11/07/2005,21/07/2005,11,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Erika - Hurricane (1997),Erika,Hurricane,1997,3,110,Atlantic,Female,September,3/09/1997,15/09/1997,13,http://weather.unisys.com/hurricane/atlantic/1997H/index.php
Erin - Hurricane (2001),Erin,Hurricane,2001,3,105,Atlantic,Female,September,1/09/2001,15/09/2001,15,http://weather.unisys.com/hurricane/atlantic/2001H/index.php
Fay - Hurricane (2014),Fay,Hurricane,2014,1,65,Atlantic,Female,October,10/10/2014,13/10/2014,4,http://weather.unisys.com/hurricane/atlantic/2014/index.php
Florence - Hurricane (2006),Florence,Hurricane,2006,3,80,Atlantic,Female,September,3/09/2006,12/09/2006,10,http://weather.unisys.com/hurricane/atlantic/2006H/index.php
Florence - Hurricane (2000),Florence,Hurricane,2000,1,70,Atlantic,Female,September,11/09/2000,17/09/2000,7,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
Gabrielle - Hurricane (2001),Gabrielle,Hurricane,2001,1,70,Atlantic,Female,September,11/09/2001,19/09/2001,9,http://weather.unisys.com/hurricane/atlantic/2001H/index.php
Helene - Hurricane (2006),Helene,Hurricane,2006,1,105,Atlantic,Female,September,12/09/2006,24/09/2006,13,http://weather.unisys.com/hurricane/atlantic/2006H/index.php
Ida - Hurricane (2009),Ida,Hurricane,2009,2,90,Atlantic,Female,November,4/11/2009,10/11/2009,7,http://weather.unisys.com/hurricane/atlantic/2009H/index.php
Ingrid - Hurricane (2013),Ingrid,Hurricane,2013,1,75,Atlantic,Female,September,12/09/2013,17/09/2013,6,http://weather.unisys.com/hurricane/atlantic/2013/index.php
Irene - Hurricane (2005),Irene,Hurricane,2005,2,85,Atlantic,Female,August,4/08/2005,18/08/2005,15,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Irene - Hurricane (1999),Irene,Hurricane,1999,2,90,Atlantic,Female,October,13/10/1999,19/10/1999,7,http://weather.unisys.com/hurricane/atlantic/1999H/index.php
Irene - Hurricane (2011),Irene,Hurricane,2011,3,105,Atlantic,Female,August,20/08/2011,29/08/2011,10,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Iris - Hurricane (2001),Iris,Hurricane,2001,4,125,Atlantic,Female,October,4/10/2001,9/10/2001,6,http://weather.unisys.com/hurricane/atlantic/2001H/index.php
Jeanne - Hurricane (1998),Jeanne,Hurricane,1998,2,90,Atlantic,Female,"September, October",21/09/1998,1/10/1998,11,http://weather.unisys.com/hurricane/atlantic/1998H/index.php
Joyce - Hurricane (2000),Joyce,Hurricane,2000,1,80,Atlantic,Female,"September, October",25/09/2000,2/10/2000,8,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
Karen - Hurricane (2001),Karen,Hurricane,2001,1,70,Atlantic,Female,October,12/10/2001,15/10/2001,4,http://weather.unisys.com/hurricane/atlantic/2001H/index.php
Katia - Hurricane (2011),Katia,Hurricane,2011,4,115,Atlantic,Female,"August, September",29/08/2011,10/09/2011,13,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Katrina - Hurricane (2005),Katrina,Hurricane,2005,5,150,Atlantic,Female,August,23/08/2005,31/08/2005,9,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Leslie - Hurricane (2012),Leslie,Hurricane,2012,1,65,Atlantic,Female,"August, September",30/08/2012,11/09/2012,13,http://weather.unisys.com/hurricane/atlantic/2012H/index.php
Lili - Hurricane (2002),Lili,Hurricane,2002,4,125,Atlantic,Female,"September, October",21/09/2002,4/10/2002,14,http://weather.unisys.com/hurricane/atlantic/2002H/index.php
Lisa - Hurricane (1998),Lisa,Hurricane,1998,1,65,Atlantic,Female,October,5/10/1998,9/10/1998,5,http://weather.unisys.com/hurricane/atlantic/1998H/index.php
Maria - Hurricane (2005),Maria,Hurricane,2005,3,100,Atlantic,Female,September,1/09/2005,10/09/2005,10,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Maria - Hurricane (2011),Maria,Hurricane,2011,1,70,Atlantic,Female,September,6/09/2011,16/09/2011,11,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Michelle - Hurricane (2001),Michelle,Hurricane,2001,4,120,Atlantic,Female,"October, November",29/10/2001,6/11/2001,9,http://weather.unisys.com/hurricane/atlantic/2001H/index.php
Nadine - Hurricane (2012),Nadine,Hurricane,2012,1,80,Atlantic,Female,"September, October",11/09/2012,4/10/2012,24,http://weather.unisys.com/hurricane/atlantic/2012H/index.php
Nicole - Hurricane (1998),Nicole,Hurricane,1998,1,75,Atlantic,Female,"November, December",24/11/1998,1/12/1998,8,http://weather.unisys.com/hurricane/atlantic/1998H/index.php
Olga - Hurricane (2001),Olga,Hurricane,2001,1,80,Atlantic,Female,"November, December",24/11/2001,4/12/2001,11,http://weather.unisys.com/hurricane/atlantic/2001H/index.php
Ophelia - Hurricane (2005),Ophelia,Hurricane,2005,1,80,Atlantic,Female,September,6/09/2005,18/09/2005,13,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Ophelia - Hurricane (2011),Ophelia,Hurricane,2011,4,120,Atlantic,Female,"September, October",21/09/2011,3/10/2011,13,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Rina - Hurricane (2011),Rina,Hurricane,2011,2,95,Atlantic,Female,October,23/10/2011,28/10/2011,6,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Rita - Hurricane (2005),Rita,Hurricane,2005,5,150,Atlantic,Female,September,18/09/2005,26/09/2005,9,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Sandy - Hurricane (2012),Sandy,Hurricane,2012,2,95,Atlantic,Female,October,22/10/2012,29/10/2012,8,http://weather.unisys.com/hurricane/atlantic/2012H/index.php
Wilma - Hurricane (2005),Wilma,Hurricane,2005,5,150,Atlantic,Female,October,15/10/2005,25/10/2005,11,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Aletta - Hurricane (2000),Aletta,Hurricane,2000,2,90,Eastern Pacific,Female,May,22/05/2000,28/05/2000,7,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Alma - Hurricane (2002),Alma,Hurricane,2002,2,95,Eastern Pacific,Female,"May, June",24/05/2002,1/06/2002,9,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Amanda - Hurricane (2014),Amanda,Hurricane,2014,4,135,Eastern Pacific,Female,May,22/05/2014,29/05/2014,8,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Ana - Hurricane (2014),Ana,Hurricane,2014,1,75,Eastern Pacific,Female,October,13/10/2014,20/10/2014,8,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Barbara - Hurricane (2013),Barbara,Hurricane,2013,1,65,Eastern Pacific,Female,May,28/05/2013,30/05/2013,3,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Beatriz - Hurricane (1999),Beatriz,Hurricane,1999,3,105,Eastern Pacific,Female,July,9/07/1999,16/07/1999,8,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Beatriz - Hurricane (2011),Beatriz,Hurricane,2011,1,80,Eastern Pacific,Female,June,19/06/2011,22/06/2011,4,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Carlotta - Hurricane (2006),Carlotta,Hurricane,2006,1,75,Eastern Pacific,Female,July,12/07/2006,17/07/2006,6,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Carlotta - Hurricane (2012),Carlotta,Hurricane,2012,2,90,Eastern Pacific,Female,June,14/06/2012,17/06/2012,4,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Carlotta - Hurricane (2000),Carlotta,Hurricane,2000,4,130,Eastern Pacific,Female,June,18/06/2000,25/06/2000,8,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Celia - Hurricane (2010),Celia,Hurricane,2010,5,140,Eastern Pacific,Female,June,19/06/2010,29/06/2010,11,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Cristina - Hurricane (2014),Cristina,Hurricane,2014,4,130,Eastern Pacific,Female,June,9/06/2014,15/06/2014,7,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Dalila - Hurricane (2001),Dalila,Hurricane,2001,1,70,Eastern Pacific,Female,July,21/07/2001,28/07/2001,8,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Dalila - Hurricane (2013),Dalila,Hurricane,2013,1,65,Eastern Pacific,Female,"June, July",30/06/2013,7/07/2013,8,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Darby - Hurricane (2010),Darby,Hurricane,2010,3,105,Eastern Pacific,Female,June,23/06/2010,28/06/2010,6,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Darby - Hurricane (1998),Darby,Hurricane,1998,3,105,Eastern Pacific,Female,July,23/07/1998,31/07/1998,9,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Dolores - Hurricane (1997),Dolores,Hurricane,1997,1,80,Eastern Pacific,Female,July,6/07/1997,12/07/1997,7,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Dora - Hurricane (1999),Dora,Hurricane,1999,4,120,Eastern Pacific,Female,August,6/08/1999,20/08/1999,15,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Dora - Hurricane (2011),Dora,Hurricane,2011,4,135,Eastern Pacific,Female,July,18/07/2011,24/07/2011,7,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Ele - Hurricane (2002),Ele,Hurricane,2002,3,100,Eastern Pacific,Female,August,25/08/2002,29/08/2002,5,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Elida - Hurricane (2008),Elida,Hurricane,2008,2,90,Eastern Pacific,Female,July,12/07/2008,19/07/2008,8,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Elida - Hurricane (2002),Elida,Hurricane,2002,4,135,Eastern Pacific,Female,July,23/07/2002,30/07/2002,8,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Emilia - Hurricane (2012),Emilia,Hurricane,2012,4,120,Eastern Pacific,Female,July,7/07/2012,15/07/2012,9,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Estelle - Hurricane (1998),Estelle,Hurricane,1998,4,115,Eastern Pacific,Female,"July, August",29/07/1998,8/08/1998,11,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Felicia - Hurricane (2009),Felicia,Hurricane,2009,4,120,Eastern Pacific,Female,August,4/08/2009,11/08/2009,8,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Felicia - Hurricane (1997),Felicia,Hurricane,1997,4,115,Eastern Pacific,Female,July,14/07/1997,22/07/1997,9,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Fernanda - Hurricane (2005),Fernanda,Hurricane,2005,1,75,Eastern Pacific,Female,August,9/08/2005,16/08/2005,8,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Flossie - Hurricane (2007),Flossie,Hurricane,2007,4,120,Eastern Pacific,Female,August,8/08/2007,16/08/2007,9,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Flossie - Hurricane (2001),Flossie,Hurricane,2001,2,90,Eastern Pacific,Female,"August, September",26/08/2001,2/09/2001,8,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Genevieve - Hurricane (2014),Genevieve,Hurricane,2014,5,140,Eastern Pacific,Female,"July, August",25/07/2014,11/08/2014,18,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Genevieve - Hurricane (2008),Genevieve,Hurricane,2008,1,65,Eastern Pacific,Female,July,21/07/2008,27/07/2008,7,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Georgette - Hurricane (1998),Georgette,Hurricane,1998,3,100,Eastern Pacific,Female,August,11/08/1998,17/08/1998,7,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Gilma - Hurricane (2000),Gilma,Hurricane,2000,1,70,Eastern Pacific,Female,August,5/08/2000,11/08/2000,7,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Gilma - Hurricane (2012),Gilma,Hurricane,2012,1,70,Eastern Pacific,Female,August,7/08/2012,11/08/2012,5,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Henriette - Hurricane (2013),Henriette,Hurricane,2013,2,90,Eastern Pacific,Female,August,3/08/2013,11/08/2013,9,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Henriette - Hurricane (2007),Henriette,Hurricane,2007,1,75,Eastern Pacific,Female,"August, September",30/08/2007,6/09/2007,8,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Hilary - Hurricane (1999),Hilary,Hurricane,1999,1,65,Eastern Pacific,Female,September,17/09/1999,21/09/1999,5,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Hilary - Hurricane (2005),Hilary,Hurricane,2005,2,90,Eastern Pacific,Female,August,20/08/2005,25/08/2005,6,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Hilary - Hurricane (2011),Hilary,Hurricane,2011,4,125,Eastern Pacific,Female,September,21/09/2011,30/09/2011,10,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Ileana - Hurricane (2012),Ileana,Hurricane,2012,1,75,Eastern Pacific,Female,"August, September",27/08/2012,2/09/2012,7,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Ileana - Hurricane (2006),Ileana,Hurricane,2006,3,105,Eastern Pacific,Female,August,21/08/2006,27/08/2006,7,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Ioke - Hurricane (2006),Ioke,Hurricane,2006,5,140,Eastern Pacific,Female,"August, September",19/08/2006,5/09/2006,18,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Iselle - Hurricane (2014),Iselle,Hurricane,2014,4,120,Eastern Pacific,Female,"July, August",31/07/2014,9/08/2014,10,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Isis - Hurricane (1998),Isis,Hurricane,1998,1,65,Eastern Pacific,Female,September,1/09/1998,3/09/1998,3,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Jimena - Hurricane (1997),Jimena,Hurricane,1997,4,115,Eastern Pacific,Female,August,25/08/1997,29/08/1997,5,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Jimena - Hurricane (2009),Jimena,Hurricane,2009,4,135,Eastern Pacific,Female,"August, September",29/08/2009,4/09/2009,7,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Jimena - Hurricane (2003),Jimena,Hurricane,2003,2,90,Eastern Pacific,Female,"August, September",28/08/2003,5/09/2003,9,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Juliette - Hurricane (2001),Juliette,Hurricane,2001,4,125,Eastern Pacific,Female,"September, October",21/09/2001,3/10/2001,13,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Karina - Hurricane (2014),Karina,Hurricane,2014,1,70,Eastern Pacific,Female,August,13/08/2014,27/08/2014,15,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Kay - Hurricane (1998),Kay,Hurricane,1998,1,65,Eastern Pacific,Female,October,13/10/1998,17/10/1998,5,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Kenna - Hurricane (2002),Kenna,Hurricane,2002,5,145,Eastern Pacific,Female,October,22/10/2002,22/10/2002,1,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Kristy - Hurricane (2006),Kristy,Hurricane,2006,1,65,Eastern Pacific,Female,"August, September",30/08/2006,8/09/2006,10,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Linda - Hurricane (2009),Linda,Hurricane,2009,1,75,Eastern Pacific,Female,September,7/09/2009,12/09/2009,6,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Linda - Hurricane (1997),Linda,Hurricane,1997,5,160,Eastern Pacific,Female,September,9/09/1997,17/09/1997,9,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
