ID,Name,Type,Year,Category (Saffir-Simpson Scale),Wind (knots),Area,Gender of Name,Month(s),Start Date,End Date,Duration (days),Page url
Eugene - Hurricane (2011),Eugene,Hurricane,2011,4,120,Eastern Pacific,Male,"July, August",31/07/2011,6/08/2011,7,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Fabio - Hurricane (2012),Fabio,Hurricane,2012,2,90,Eastern Pacific,Male,July,12/07/2012,18/07/2012,7,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Fausto - Hurricane (2008),Fausto,Hurricane,2008,2,85,Eastern Pacific,Male,July,16/07/2008,22/07/2008,7,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Fausto - Hurricane (2002),Fausto,Hurricane,2002,4,125,Eastern Pacific,Male,"August, September",21/08/2002,3/09/2002,14,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Frank - Hurricane (2010),Frank,Hurricane,2010,1,80,Eastern Pacific,Male,August,21/08/2010,28/08/2010,8,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Gil - Hurricane (2013),Gil,Hurricane,2013,1,75,Eastern Pacific,Male,"July, August",30/07/2013,7/08/2013,9,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Gil - Hurricane (2001),Gil,Hurricane,2001,2,85,Eastern Pacific,Male,September,4/09/2001,9/09/2001,6,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Greg - Hurricane (2011),Greg,Hurricane,2011,1,75,Eastern Pacific,Male,August,16/08/2011,21/08/2011,6,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Greg - Hurricane (1999),Greg,Hurricane,1999,1,65,Eastern Pacific,Male,September,5/09/1999,9/09/1999,5,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Guillermo - Hurricane (1997),Guillermo,Hurricane,1997,5,140,Eastern Pacific,Male,"July, August",30/07/1997,15/08/1997,17,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Guillermo - Hurricane (2009),Guillermo,Hurricane,2009,3,110,Eastern Pacific,Male,August,12/08/2009,19/08/2009,8,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Hector - Hurricane (2000),Hector,Hurricane,2000,1,65,Eastern Pacific,Male,August,10/08/2000,16/08/2000,7,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Hector - Hurricane (2006),Hector,Hurricane,2006,2,90,Eastern Pacific,Male,August,15/08/2006,23/08/2006,9,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Hernan - Hurricane (2008),Hernan,Hurricane,2008,3,105,Eastern Pacific,Male,August,6/08/2008,13/08/2008,8,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Hernan - Hurricane (2014),Hernan,Hurricane,2014,1,65,Eastern Pacific,Male,July,26/07/2014,29/07/2014,4,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Hernan - Hurricane (2002),Hernan,Hurricane,2002,5,140,Eastern Pacific,Male,"August, September",30/08/2002,6/09/2002,8,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Howard - Hurricane (1998),Howard,Hurricane,1998,4,130,Eastern Pacific,Male,August,21/08/1998,29/08/1998,9,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Huko - Hurricane (2002),Huko,Hurricane,2002,1,75,Eastern Pacific,Male,"October, November",24/10/2002,3/11/2002,11,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Ignacio - Hurricane (2003),Ignacio,Hurricane,2003,2,90,Eastern Pacific,Male,August,22/08/2003,27/08/2003,6,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Irwin - Hurricane (2011),Irwin,Hurricane,2011,1,80,Eastern Pacific,Male,October,6/10/2011,17/10/2011,12,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Ivo - Hurricane (2007),Ivo,Hurricane,2007,1,70,Eastern Pacific,Male,September,18/09/2007,23/09/2007,6,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
John - Hurricane (2006),John,Hurricane,2006,4,115,Eastern Pacific,Male,"August, September",28/08/2006,4/09/2006,8,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Jova - Hurricane (2011),Jova,Hurricane,2011,3,110,Eastern Pacific,Male,October,6/10/2011,13/10/2011,8,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Jova - Hurricane (2005),Jova,Hurricane,2005,3,100,Eastern Pacific,Male,September,12/09/2005,24/09/2005,13,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Julio - Hurricane (2014),Julio,Hurricane,2014,3,105,Eastern Pacific,Male,August,4/08/2014,15/08/2014,12,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Kenneth - Hurricane (2011),Kenneth,Hurricane,2011,4,125,Eastern Pacific,Male,November,19/11/2011,25/11/2011,7,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Kenneth - Hurricane (2005),Kenneth,Hurricane,2005,4,115,Eastern Pacific,Male,September,14/09/2005,30/09/2005,17,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Kiko - Hurricane (2001),Kiko,Hurricane,2001,1,65,Eastern Pacific,Male,September,22/09/2001,25/09/2001,4,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Lane - Hurricane (2000),Lane,Hurricane,2000,2,85,Eastern Pacific,Male,September,5/09/2000,14/09/2000,10,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Lane - Hurricane (2006),Lane,Hurricane,2006,3,110,Eastern Pacific,Male,September,13/09/2006,17/09/2006,5,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Lane - Hurricane (2012),Lane,Hurricane,2012,1,70,Eastern Pacific,Male,September,15/09/2012,19/09/2012,5,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Lester - Hurricane (1998),Lester,Hurricane,1998,3,100,Eastern Pacific,Male,October,15/10/1998,26/10/1998,12,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Lowell - Hurricane (2014),Lowell,Hurricane,2014,1,65,Eastern Pacific,Male,August,18/08/2014,24/08/2014,7,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Manuel - Hurricane (2013),Manuel,Hurricane,2013,1,65,Eastern Pacific,Male,September,13/09/2013,20/09/2013,8,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Marty - Hurricane (2003),Marty,Hurricane,2003,2,85,Eastern Pacific,Male,September,19/09/2003,24/09/2003,6,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Max - Hurricane (2005),Max,Hurricane,2005,1,70,Eastern Pacific,Male,September,18/09/2005,22/09/2005,5,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Neki - Hurricane (2009),Neki,Hurricane,2009,3,105,Eastern Pacific,Male,October,18/10/2009,26/10/2009,9,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Norbert - Hurricane (2008),Norbert,Hurricane,2008,4,115,Eastern Pacific,Male,October,4/10/2008,12/10/2008,9,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Norbert - Hurricane (2014),Norbert,Hurricane,2014,3,105,Eastern Pacific,Male,September,2/09/2014,8/09/2014,7,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Octave - Hurricane (2001),Octave,Hurricane,2001,1,75,Eastern Pacific,Male,"October, November",31/10/2001,3/11/2001,4,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Olaf - Hurricane (2003),Olaf,Hurricane,2003,1,65,Eastern Pacific,Male,October,3/10/2003,8/10/2003,6,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Otis - Hurricane (2005),Otis,Hurricane,2005,2,90,Eastern Pacific,Male,"September, October",28/09/2005,3/10/2005,6,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Paul - Hurricane (2012),Paul,Hurricane,2012,3,105,Eastern Pacific,Male,October,13/10/2012,17/10/2012,5,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Paul - Hurricane (2006),Paul,Hurricane,2006,2,95,Eastern Pacific,Male,October,21/10/2006,26/10/2006,6,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Polo - Hurricane (2014),Polo,Hurricane,2014,1,65,Eastern Pacific,Male,September,16/09/2014,22/09/2014,7,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Raymond - Hurricane (2013),Raymond,Hurricane,2013,3,110,Eastern Pacific,Male,October,20/10/2013,30/10/2013,11,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Rick - Hurricane (1997),Rick,Hurricane,1997,1,75,Eastern Pacific,Male,November,7/11/1997,10/11/1997,4,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Rick - Hurricane (2009),Rick,Hurricane,2009,5,155,Eastern Pacific,Male,October,15/10/2009,21/10/2009,7,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Sergio - Hurricane (2006),Sergio,Hurricane,2006,2,95,Eastern Pacific,Male,November,14/11/2006,20/11/2006,7,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Simon - Hurricane (2014),Simon,Hurricane,2014,4,115,Eastern Pacific,Male,October,1/10/2014,8/10/2014,8,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Beta - Hurricane (2005),Beta,Hurricane,2005,3,100,Atlantic,,October,27/10/2005,31/10/2005,5,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Epsilon - Hurricane (2005),Epsilon,Hurricane,2005,1,75,Atlantic,,"November, December",29/11/2005,8/12/2005,10,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Cimaron - Super Typhoon (2006),Cimaron,Super Typhoon,2006,5,140,Western Pacific,Female,"October, November",27/10/2006,4/11/2006,9,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Ginger - Super Typhoon (1997),Ginger,Super Typhoon,1997,5,145,Western Pacific,Female,September,22/09/1997,30/09/1997,9,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Haiyan - Super Typhoon (2013),Haiyan,Super Typhoon,2013,5,170,Western Pacific,Female,November,3/11/2013,11/11/2013,9,http://weather.unisys.com/hurricane/w_pacific/2013/index.php
Ioke - Super Typhoon (2006),Ioke,Super Typhoon,2006,5,140,Western Pacific,Female,"August, September",19/08/2006,5/09/2006,18,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Isa - Super Typhoon (1997),Isa,Super Typhoon,1997,5,145,Western Pacific,Female,April,11/04/1997,23/04/1997,13,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Joan - Super Typhoon (1997),Joan,Super Typhoon,1997,5,160,Western Pacific,Female,October,13/10/1997,24/10/1997,12,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Ketsana - Super Typhoon (2003),Ketsana,Super Typhoon,2003,4,125,Western Pacific,Female,October,18/10/2003,26/10/2003,9,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
Krosa - Super Typhoon (2007),Krosa,Super Typhoon,2007,4,130,Western Pacific,Female,October,1/10/2007,8/10/2007,8,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
Kujira - Super Typhoon (2003),Kujira,Super Typhoon,2003,4,130,Western Pacific,Female,April,9/04/2003,25/04/2003,17,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
Ma on - Super Typhoon (2004),Ma on,Super Typhoon,2004,5,140,Western Pacific,Female,October,4/10/2004,9/10/2004,6,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
Maemi - Super Typhoon (2003),Maemi,Super Typhoon,2003,5,150,Western Pacific,Female,September,5/09/2003,13/09/2003,9,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
Man yi - Super Typhoon (2007),Man yi,Super Typhoon,2007,4,135,Western Pacific,Female,July,8/07/2007,15/07/2007,8,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
Megi - Super Typhoon (2010),Megi,Super Typhoon,2010,5,155,Western Pacific,Female,October,13/10/2010,23/10/2010,11,http://weather.unisys.com/hurricane/w_pacific/2010H/index.php
Muifa - Super Typhoon (2011),Muifa,Super Typhoon,2011,5,140,Western Pacific,Female,"July, August",25/07/2011,8/08/2011,15,http://weather.unisys.com/hurricane/w_pacific/2011H/index.php
Nalgae - Super Typhoon (2011),Nalgae,Super Typhoon,2011,4,130,Western Pacific,Female,"September, October",27/09/2011,5/10/2011,9,http://weather.unisys.com/hurricane/w_pacific/2011H/index.php
Nida - Super Typhoon (2004),Nida,Super Typhoon,2004,5,140,Western Pacific,Female,May,13/05/2004,21/05/2004,9,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
Oliwa - Super Typhoon (1997),Oliwa,Super Typhoon,1997,5,140,Western Pacific,Female,September,2/09/1997,16/09/1997,15,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Parma - Super Typhoon (2003),Parma,Super Typhoon,2003,4,130,Western Pacific,Female,October,20/10/2003,31/10/2003,12,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
Phanfone - Super Typhoon (2002),Phanfone,Super Typhoon,2002,4,135,Western Pacific,Female,August,11/08/2002,20/08/2002,10,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
Phanfone - Super Typhoon (2014),Phanfone,Super Typhoon,2014,4,130,Western Pacific,Female,"September, October",28/09/2014,6/10/2014,9,http://weather.unisys.com/hurricane/w_pacific/2014/index.php
Rammasun - Super Typhoon (2014),Rammasun,Super Typhoon,2014,4,135,Western Pacific,Female,July,12/07/2014,19/07/2014,8,http://weather.unisys.com/hurricane/w_pacific/2014/index.php
Rosie - Super Typhoon (1997),Rosie,Super Typhoon,1997,5,140,Western Pacific,Female,July,19/07/1997,27/07/1997,9,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Sepat - Super Typhoon (2007),Sepat,Super Typhoon,2007,5,140,Western Pacific,Female,August,12/08/2007,19/08/2007,8,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
Shanshan - Super Typhoon (2000),Shanshan,Super Typhoon,2000,4,130,Western Pacific,Female,September,17/09/2000,24/09/2000,8,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
Sudal - Super Typhoon (2004),Sudal,Super Typhoon,2004,4,130,Western Pacific,Female,April,4/04/2004,15/04/2004,12,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
Usagi - Super Typhoon (2013),Usagi,Super Typhoon,2013,5,140,Western Pacific,Female,September,16/09/2013,22/09/2013,7,http://weather.unisys.com/hurricane/w_pacific/2013/index.php
Winnie - Super Typhoon (1997),Winnie,Super Typhoon,1997,5,140,Western Pacific,Female,August,8/08/1997,19/08/1997,12,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Wipha - Super Typhoon (2007),Wipha,Super Typhoon,2007,4,135,Western Pacific,Female,September,15/09/2007,19/09/2007,5,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
Xangsane - Super Typhoon (2006),Xangsane,Super Typhoon,2006,4,125,Western Pacific,Female,September,25/09/2006,30/09/2006,6,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Yagi - Super Typhoon (2006),Yagi,Super Typhoon,2006,5,140,Western Pacific,Female,September,17/09/2006,24/09/2006,8,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Yutu - Super Typhoon (2007),Yutu,Super Typhoon,2007,4,125,Western Pacific,Female,May,17/05/2007,22/05/2007,6,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
Bilis - Super Typhoon (2000),Bilis,Super Typhoon,2000,5,140,Western Pacific,Male,August,18/08/2000,24/08/2000,7,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
Bing - Super Typhoon (1997),Bing,Super Typhoon,1997,4,125,Western Pacific,Male,"August, September",27/08/1997,5/09/1997,10,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Chaba - Super Typhoon (2004),Chaba,Super Typhoon,2004,5,155,Western Pacific,Male,August,18/08/2004,31/08/2004,14,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
Chanchu - Super Typhoon (2006),Chanchu,Super Typhoon,2006,4,135,Western Pacific,Male,May,8/05/2006,18/05/2006,11,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Chataan - Super Typhoon (2002),Chataan,Super Typhoon,2002,4,130,Western Pacific,Male,"June, July",29/06/2002,11/07/2002,13,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
Damrey - Super Typhoon (2000),Damrey,Super Typhoon,2000,5,155,Western Pacific,Male,May,5/05/2000,12/05/2000,8,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
Danas - Super Typhoon (2013),Danas,Super Typhoon,2013,4,125,Western Pacific,Male,October,3/10/2013,8/10/2013,6,http://weather.unisys.com/hurricane/w_pacific/2013/index.php
Dianmu - Super Typhoon (2004),Dianmu,Super Typhoon,2004,5,155,Western Pacific,Male,June,13/06/2004,21/06/2004,9,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
Dujuan - Super Typhoon (2003),Dujuan,Super Typhoon,2003,4,125,Western Pacific,Male,"August, September",30/08/2003,3/09/2003,5,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
Durian - Super Typhoon (2006),Durian,Super Typhoon,2006,4,135,Western Pacific,Male,"November, December",26/11/2006,5/12/2006,10,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Ewiniar - Super Typhoon (2006),Ewiniar,Super Typhoon,2006,4,130,Western Pacific,Male,"June, July",29/06/2006,10/07/2006,12,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Faxai - Super Typhoon (2001),Faxai,Super Typhoon,2001,5,155,Western Pacific,Male,December,11/12/2001,25/12/2001,15,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
Fengshen - Super Typhoon (2002),Fengshen,Super Typhoon,2002,5,145,Western Pacific,Male,July,14/07/2002,27/07/2002,14,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
Francisco - Super Typhoon (2013),Francisco,Super Typhoon,2013,5,140,Western Pacific,Male,October,16/10/2013,25/10/2013,10,http://weather.unisys.com/hurricane/w_pacific/2013/index.php
Hagibis - Super Typhoon (2002),Hagibis,Super Typhoon,2002,5,140,Western Pacific,Male,May,15/05/2002,21/05/2002,7,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
Halong - Super Typhoon (2014),Halong,Super Typhoon,2014,5,140,Western Pacific,Male,"July, August",28/07/2014,10/08/2014,14,http://weather.unisys.com/hurricane/w_pacific/2014/index.php
Halong - Super Typhoon (2002),Halong,Super Typhoon,2002,4,135,Western Pacific,Male,July,7/07/2002,15/07/2002,9,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
Higos - Super Typhoon (2002),Higos,Super Typhoon,2002,4,135,Western Pacific,Male,"September, October",26/09/2002,2/10/2002,7,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
Imbudo - Super Typhoon (2003),Imbudo,Super Typhoon,2003,4,130,Western Pacific,Male,July,16/07/2003,24/07/2003,9,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
Ivan - Super Typhoon (1997),Ivan,Super Typhoon,1997,5,160,Western Pacific,Male,October,13/10/1997,24/10/1997,12,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Jelawat - Super Typhoon (2000),Jelawat,Super Typhoon,2000,4,125,Western Pacific,Male,August,1/08/2000,11/08/2000,11,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
Keith - Super Typhoon (1997),Keith,Super Typhoon,1997,5,160,Western Pacific,Male,"October, November",27/10/1997,8/11/1997,13,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Lekima - Super Typhoon (2013),Lekima,Super Typhoon,2013,5,140,Western Pacific,Male,October,20/10/2013,26/10/2013,7,http://weather.unisys.com/hurricane/w_pacific/2013/index.php
Lupit - Super Typhoon (2003),Lupit,Super Typhoon,2003,5,145,Western Pacific,Male,"November, December",19/11/2003,1/12/2003,13,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
Mindulle - Super Typhoon (2004),Mindulle,Super Typhoon,2004,4,125,Western Pacific,Male,"June, July",23/06/2004,4/07/2004,12,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
Mitag - Super Typhoon (2002),Mitag,Super Typhoon,2002,5,140,Western Pacific,Male,"February, March",26/02/2002,8/03/2002,11,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
Neoguri - Super Typhoon (2014),Neoguri,Super Typhoon,2014,4,135,Western Pacific,Male,July,3/07/2014,10/07/2014,8,http://weather.unisys.com/hurricane/w_pacific/2014/index.php
Nestor - Super Typhoon (1997),Nestor,Super Typhoon,1997,5,140,Western Pacific,Male,June,7/06/1997,14/06/1997,8,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Paka - Super Typhoon (1997),Paka,Super Typhoon,1997,5,160,Western Pacific,Male,December,2/12/1997,21/12/1997,20,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Podul - Super Typhoon (2001),Podul,Super Typhoon,2001,5,140,Western Pacific,Male,October,19/10/2001,27/10/2001,9,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
Pongsona - Super Typhoon (2002),Pongsona,Super Typhoon,2002,4,130,Western Pacific,Male,December,2/12/2002,11/12/2002,10,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
Saomai - Super Typhoon (2006),Saomai,Super Typhoon,2006,5,140,Western Pacific,Male,August,4/08/2006,10/08/2006,7,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Saomai - Super Typhoon (2000),Saomai,Super Typhoon,2000,5,140,Western Pacific,Male,September,3/09/2000,16/09/2000,14,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
Songda - Super Typhoon (2011),Songda,Super Typhoon,2011,5,140,Western Pacific,Male,May,20/05/2011,29/05/2011,10,http://weather.unisys.com/hurricane/w_pacific/2011H/index.php
Songda - Super Typhoon (2004),Songda,Super Typhoon,2004,4,130,Western Pacific,Male,"August, September",27/08/2004,7/09/2004,12,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
Soulik - Super Typhoon (2013),Soulik,Super Typhoon,2013,4,125,Western Pacific,Male,July,7/07/2013,13/07/2013,7,http://weather.unisys.com/hurricane/w_pacific/2013/index.php
Tokage - Super Typhoon (2004),Tokage,Super Typhoon,2004,4,125,Western Pacific,Male,October,12/10/2004,20/10/2004,9,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
Utor - Super Typhoon (2013),Utor,Super Typhoon,2013,4,130,Western Pacific,Male,August,8/08/2013,14/08/2013,7,http://weather.unisys.com/hurricane/w_pacific/2013/index.php
Vongfong - Super Typhoon (2014),Vongfong,Super Typhoon,2014,5,155,Western Pacific,Male,October,2/10/2014,14/10/2014,13,http://weather.unisys.com/hurricane/w_pacific/2014/index.php
Wutip - Super Typhoon (2001),Wutip,Super Typhoon,2001,4,130,Western Pacific,Male,"August, September",27/08/2001,2/09/2001,7,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
#19 - Super Typhoon (2008),#19,Super Typhoon,2008,5,140,Western Pacific,,"September, October",23/09/2008,1/10/2008,9,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#3 - Super Typhoon (2008),#3,Super Typhoon,2008,4,135,Western Pacific,,May,6/05/2008,13/05/2008,8,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
Nanmadol - Super Typhoon (2004),Nanmadol,Super Typhoon,2004,4,130,Western Pacific,,"November, December",28/11/2004,3/12/2004,6,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
Nanmadol - Super Typhoon (2011),Nanmadol,Super Typhoon,2011,4,135,Western Pacific,,August,22/08/2011,31/08/2011,10,http://weather.unisys.com/hurricane/w_pacific/2011H/index.php
Eight - Tropical Depression (2009),Eight,Tropical Depression,2009,,30,Atlantic,,September,25/09/2009,26/09/2009,2,http://weather.unisys.com/hurricane/atlantic/2009H/index.php
Eight - Tropical Depression (2013),Eight,Tropical Depression,2013,,30,Atlantic,,September,6/09/2013,7/09/2013,2,http://weather.unisys.com/hurricane/atlantic/2013/index.php
Eleven - Tropical Depression (1999) - Atlantic,Eleven,Tropical Depression,1999,,30,Atlantic,,October,4/10/1999,6/10/1999,3,http://weather.unisys.com/hurricane/atlantic/1999H/index.php
Fifteen - Tropical Depression (2007),Fiftee,Tropical Depression,2007,,30,Atlantic,,October,11/10/2007,12/10/2007,2,http://weather.unisys.com/hurricane/atlantic/2007H/index.php
Five - Tropical Depression (1997),Five,Tropical Depression,1997,,30,Atlantic,,July,17/07/1997,19/07/1997,3,http://weather.unisys.com/hurricane/atlantic/1997H/index.php
Four - Tropical Depression (2000),Four,Tropical Depression,2000,,30,Atlantic,,August,9/08/2000,11/08/2000,3,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
Fourteen - Tropical Depression (2002),Fourteen,Tropical Depression,2002,,30,Atlantic,,October,14/10/2002,16/10/2002,3,http://weather.unisys.com/hurricane/atlantic/2002H/index.php
Nine - Tropical Depression (2000),Nine,Tropical Depression,2000,,30,Atlantic,,September,9/09/2000,9/09/2000,1,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
Nine - Tropical Depression (2001),Nine,Tropical Depression,2001,,30,Atlantic,,September,19/09/2001,20/09/2001,2,http://weather.unisys.com/hurricane/atlantic/2001H/index.php
Ninete - Tropical Depression (2005),Ninete,Tropical Depression,2005,,30,Atlantic,,"September, October",30/09/2005,2/10/2005,3,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
One - Tropical Depression (2009),One,Tropical Depression,2009,,30,Atlantic,,May,28/05/2009,29/05/2009,2,http://weather.unisys.com/hurricane/atlantic/2009H/index.php
One - Tropical Depression (2000),One,Tropical Depression,2000,,25,Atlantic,,June,7/06/2000,8/06/2000,2,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
Seven - Tropical Depression (1999),Seven,Tropical Depression,1999,,30,Atlantic,,September,5/09/1999,7/09/1999,3,http://weather.unisys.com/hurricane/atlantic/1999H/index.php
Seven - Tropical Depression (2002) - Atlantic,Seven,Tropical Depression,2002,,30,Atlantic,,September,7/09/2002,8/09/2002,2,http://weather.unisys.com/hurricane/atlantic/2002H/index.php
Ten - Tropical Depression (2005),Ten,Tropical Depression,2005,,30,Atlantic,,August,13/08/2005,14/08/2005,2,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Ten - Tropical Depression (2007),Ten,Tropical Depression,2007,,30,Atlantic,,September,21/09/2007,22/09/2007,2,http://weather.unisys.com/hurricane/atlantic/2007H/index.php
Ten - Tropical Depression (2011),Ten,Tropical Depression,2011,,30,Atlantic,,August,25/08/2011,26/08/2011,2,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Twelve - Tropical Depression (1999),Twelve,Tropical Depression,1999,,30,Atlantic,,October,6/10/1999,8/10/1999,3,http://weather.unisys.com/hurricane/atlantic/1999H/index.php
Twenty-Seven - Tropical Depression (2005),Twenty-Seven,Tropical Depression,2005,,30,Atlantic,,November,14/11/2005,16/11/2005,3,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Twenty-Two - Tropical Depression (2005),Twenty-Two,Tropical Depression,2005,,30,Atlantic,,October,8/10/2005,9/10/2005,2,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Two - Tropical Depression (1999),Two,Tropical Depression,1999,,30,Atlantic,,July,3/07/1999,3/07/1999,1,http://weather.unisys.com/hurricane/atlantic/1999H/index.php
Two - Tropical Depression (2001),Two,Tropical Depression,2001,,25,Atlantic,,July,12/07/2001,12/07/2001,1,http://weather.unisys.com/hurricane/atlantic/2001H/index.php
Two - Tropical Depression (2014),Two,Tropical Depression,2014,,30,Atlantic,,July,21/07/2014,23/07/2014,3,http://weather.unisys.com/hurricane/atlantic/2014/index.php
